Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
165;97296;Botrychium lanceolatum;topplåsbräken;Art;2585;Jordbrukslandskap (J) - Stor betydelse, Fjäll (F) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;C2a(i)
166;97297;Botrychium matricariifolium;rutlåsbräken;Art;1727;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;"A2b; B2b(ii,iii,iv,v)c(iv); C2a(i)"
167;97299;Botrychium multifidum;höstlåsbräken;Art;4530;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
168;97301;Botrychium simplex;dvärglåsbräken;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(i,ii,iii,iv,v)c(iii,iv); C1"
264286;97302;Botrychium simplex var. simplex;;Varietet;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;;
264287;97303;Botrychium tenebrosum;pysslinglåsbräken;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;D
169;97305;Botrychium virginianum;stor låsbräken;Art;1596;Skog (S) - Stor betydelse;VU;C2a(i)
110;97388;Asplenium adiantum-nigrum;glansbräken;Art;712;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;NT;D1
111;97389;Asplenium adulterinum;brunbräken;Art;1;Skog (S) - Stor betydelse;VU;D1
304;97390;Asplenium ceterach;mjältbräken;Art;1;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;CR;D
1228;97393;Asplenium scolopendrium;hjorttunga;Art;10;Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;EN;D
118;97441;Diplazium sibiricum;ryssbräken;Art;145;Skog (S) - Stor betydelse;VU;D2
1268;97471;Polystichum aculeatum;uddbräken;Art;640;Skog (S) - Stor betydelse;VU;D1
1269;97472;Polystichum braunii;skuggbräken;Art;0;Skog (S) - Stor betydelse;CR;D
30;97884;Alisma wahlenbergii;småsvalting;Art;1560;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse;NT;B2a
140;97904;Baldellia repens;revsvalting;Art;644;Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;VU;D2
1001;97917;Luronium natans;flytsvalting;Art;398;Sötvatten (L) - Stor betydelse;EN;B1ab(iii,iv)+2ab(iii,iv)
1077;97964;Najas flexilis;sjönajas;Art;531;Sötvatten (L) - Stor betydelse;VU;B2ab(iii,iv,v)
1281;98022;Potamogeton acutifolius;spetsnate;Art;1008;Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"A2ab; B2ab(ii,iii,v)"
1283;98091;Potamogeton rutilus;styvnate;Art;759;Sötvatten (L) - Stor betydelse;VU;B2ab(ii,iii,v)
1284;98107;Potamogeton trichoides;knölnate;Art;363;Sötvatten (L) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"B1ab(ii,iii,v)+2ab(ii,iii,v); D2"
668;98201;Gagea villosa;luddvårlök;Art;1820;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2a
221501;98234;Anacamptis morio;göknycklar;Art;2529;Jordbrukslandskap (J) - Stor betydelse;LC;
1718;98235;Anacamptis palustris;kärrnycklar;Art;9;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;C1
49;98236;Anacamptis pyramidalis;salepsrot;Art;3109;Jordbrukslandskap (J) - Stor betydelse;LC;
233;98238;Calypso bulbosa;norna;Art;5505;Skog (S) - Stor betydelse;VU;A2b
289;98240;Cephalanthera damasonium;stor skogslilja;Art;6;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(iii,iv,v)+2ab(iii,iv,v); C2a(i)"
219769;98241;Cephalanthera longifolia;vit skogslilja;Art;3837;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
290;98242;Cephalanthera rubra;röd skogslilja;Art;4606;Skog (S) - Stor betydelse;NT;B2ab(ii,iii)
264305;98243;Cephalanthera damasonium × longifolia;stor skogslilja × vit skogslilja;Hybrid;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NA;
223571;98244;Cephalanthera longifolia × rubra;hybridskogslilja;Hybrid;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NA;
220073;98246;Chamorchis alpina;dvärgyxne;Art;1002;Fjäll (F) - Stor betydelse;LC;
219795;98248;Coeloglossum viride;grönkulla;Art;7921;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
6007432;98249;Coeloglossum viride subsp. islandicum;islandsgrönkulla;Underart;0;;NA;
6007431;98250;Coeloglossum viride subsp. viride;vanlig grönkulla;Underart;0;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NE;
220093;98253;Corallorhiza trifida;korallrot;Art;15655;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse;LC;
504;98255;Cypripedium calceolus;guckusko;Art;15477;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;LC;
219788;98257;Dactylorhiza incarnata;ängsnycklar;Art;29763;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;LC;
264307;98258;Dactylorhiza incarnata subsp. incarnata;;Underart;14529;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;NE;
223572;98259;Dactylorhiza incarnata var. cruenta;blodnycklar;Varietet;3878;Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;NE;
223578;98260;Dactylorhiza incarnata var. incarnata;äkta ängsnycklar;Varietet;7719;Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;NE;
223585;98261;Dactylorhiza incarnata var. ochroleuca;vaxnycklar;Varietet;2167;Våtmark (V) - Stor betydelse;NE;
264306;98262;Dactylorhiza incarnata subsp. lobelii;knubbnycklar;Underart;0;;NA;
233633;98265;Dactylorhiza incarnata agg.;ängsnycklar (aggregat);Artkomplex;37411;;NA;
219790;98266;Dactylorhiza maculata;fläcknycklar;Art;68076;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;LC;
223591;98267;Dactylorhiza maculata subsp. fuchsii;skogsnycklar;Underart;11068;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
223597;98269;Dactylorhiza maculata subsp. maculata;Jungfru Marie nycklar;Underart;28251;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
264308;98273;Dactylorhiza majalis;dubbelnycklar;Art;7700;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
222411;98274;Dactylorhiza majalis subsp. baltica;baltnycklar;Underart;284;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;EN;D
264958;98275;Dactylorhiza majalis subsp. calcifugiens;thynycklar;Underart;0;;NA;
6002893;98276;Dactylorhiza majalis subsp. elatior;gotlandsnycklar;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;"C2a(i); D"
264959;98277;Dactylorhiza majalis subsp. integrata;englandsnycklar;Underart;89;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Har betydelse;VU;D2
264961;98278;Dactylorhiza majalis var. integrata;äkta englandsnycklar;Varietet;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse;NE;
264962;98279;Dactylorhiza majalis var. junialis;leopardnycklar;Varietet;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse;NE;
219794;98280;Dactylorhiza majalis subsp. lapponica;sumpnycklar;Underart;4420;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
219789;98282;Dactylorhiza majalis subsp. lapponica;lappnycklar;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;;
514;98283;Dactylorhiza majalis subsp. majalis;majnycklar;Underart;1612;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;NT;A2b
264960;98284;Dactylorhiza majalis subsp. purpurella;strandnycklar;Underart;2;;NA;
264963;98285;Dactylorhiza majalis var. cambrensis;fläckiga strandnycklar;Varietet;0;;NA;
264964;98286;Dactylorhiza majalis var. pulchella;äkta strandnycklar;Varietet;0;;NA;
219793;98287;Dactylorhiza majalis subsp. sphagnicola;mossnycklar;Underart;1228;Våtmark (V) - Stor betydelse;LC;
6008881;98288;Dactylorhiza majalis subsp. majalis × subsp. integrata var. integrata;majnycklar × äkta englandsnycklar;Hybrid;0;;NA;
6008882;98289;Dactylorhiza majalis subsp. majalis × subsp. purpurella var. pulchella;majnycklar × äkta strandnycklar;Hybrid;0;;NA;
219792;98290;Dactylorhiza sambucina;Adam och Eva;Art;7439;Jordbrukslandskap (J) - Stor betydelse;LC;
6034774;98291;Dactylorhiza incarnata × maculata;ängsnycklar × fläcknycklar;Hybrid;30;;NA;
6010640;98292;Dactylorhiza incarnata × maculata subsp. fuchsii;ängsnycklar × skogsnycklar;Hybrid;55;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NA;
6034775;98293;Dactylorhiza incarnata × maculata subsp. maculata;ängsnycklar × Jungfru Marie nycklar;Hybrid;14;;NA;
6010641;98294;Dactylorhiza incarnata × majalis subsp. lapponica;ängsnycklar × sumpnycklar;Hybrid;5;Våtmark (V) - Stor betydelse;NA;
6010519;98295;Dactylorhiza incarnata × sambucina;ängsnycklar × Adam och Eva;Hybrid;5;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NA;
6010639;98296;Dactylorhiza incarnata var. cruenta × maculata;blodnycklar × fläcknycklar;Hybrid;4;Våtmark (V) - Stor betydelse;NA;
223575;98297;Dactylorhiza incarnata var. cruenta × maculata subsp. fuchsii;blodnycklar × skogsnycklar;Hybrid;24;Våtmark (V) - Stor betydelse;NA;
223576;98298;Dactylorhiza incarnata var. cruenta × maculata subsp. maculata;blodnycklar × Jungfru Marie nycklar;Hybrid;5;Våtmark (V) - Stor betydelse;NA;
223574;98299;Dactylorhiza incarnata var. cruenta × majalis subsp. lapponica;blodnycklar × sumpnycklar;Hybrid;5;Våtmark (V) - Stor betydelse;NA;
259705;98300;Dactylorhiza incarnata var. incarnata × maculata;äkta ängsnycklar × fläcknycklar;Hybrid;76;;NA;
223581;98301;Dactylorhiza incarnata var. incarnata × maculata subsp. fuchsii;hybridnycklar;Hybrid;141;Våtmark (V) - Stor betydelse;NA;
223582;98302;Dactylorhiza incarnata var. incarnata × maculata subsp. maculata;äkta ängsnycklar × Jungfru Marie nycklar;Hybrid;39;Våtmark (V) - Stor betydelse;NA;
264965;98303;Dactylorhiza incarnata var. incarnata × majalis subsp. integrata;äkta ängsnycklar × englandsnycklar;Hybrid;0;;NA;
223580;98304;Dactylorhiza incarnata var. incarnata × majalis subsp. lapponica;äkta ängsnycklar × sumpnycklar;Hybrid;94;Våtmark (V) - Stor betydelse;NA;
223583;98305;Dactylorhiza incarnata var. incarnata × majalis subsp. majalis;äkta ängsnycklar × majnycklar;Hybrid;55;Våtmark (V) - Stor betydelse;NA;
6010518;98306;Dactylorhiza incarnata var. incarnata × majalis subsp. sphagnicola;äkta ängsnycklar × mossnycklar;Hybrid;1;Våtmark (V) - Stor betydelse;NA;
264966;98307;Dactylorhiza incarnata var. incarnata × majalis var. cambrensis;äkta ängsnycklar × fläckiga strandnycklar;Hybrid;0;;NA;
264967;98308;Dactylorhiza incarnata var. incarnata × majalis var. pulchella;äkta ängsnycklar × äkta strandnycklar;Hybrid;0;;NA;
223586;98309;Dactylorhiza incarnata var. ochroleuca × majalis subsp. majalis;vaxnycklar × majnycklar;Hybrid;0;Våtmark (V) - Stor betydelse;NA;
6010643;98310;Dactylorhiza maculata × majalis subsp. lapponica;fläcknycklar × sumpnycklar;Hybrid;7;Våtmark (V) - Stor betydelse;NA;
6010520;98312;Dactylorhiza maculata subsp. fuchsii × majalis subsp. elatior;skogsnycklar × gotlandsnycklar;Hybrid;0;Våtmark (V) - Stor betydelse;NA;
223588;98313;Dactylorhiza maculata subsp. fuchsii × majalis subsp. lapponica;skogsnycklar × sumpnycklar;Hybrid;34;Våtmark (V) - Stor betydelse;NA;
223594;98314;Dactylorhiza maculata subsp. fuchsii × majalis subsp. majalis;skogsnycklar × majnycklar;Hybrid;9;Våtmark (V) - Stor betydelse;NA;
264968;98315;Dactylorhiza maculata subsp. fuchsii × majalis subsp. sphagnicola;skogsnycklar × mossnycklar;Hybrid;0;;NA;
223604;98316;Dactylorhiza maculata subsp. fuchsii × sambucina;skogsnycklar × Adam och Eva;Hybrid;4;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NA;
264969;98317;Dactylorhiza maculata subsp. maculata × majalis subsp. calcifugiens;Jungfru Marie nycklar × thynycklar;Hybrid;0;;NA;
223589;98318;Dactylorhiza maculata subsp. maculata × majalis subsp. lapponica;Jungfru Marie nycklar × sumpnycklar;Hybrid;22;Våtmark (V) - Stor betydelse;NA;
223599;98319;Dactylorhiza maculata subsp. maculata × majalis subsp. majalis;Jungfru Marie nycklar × majnycklar;Hybrid;16;Våtmark (V) - Stor betydelse;NA;
223600;98320;Dactylorhiza maculata subsp. maculata × majalis subsp. sphagnicola;Jungfru Marie nycklar × mossnycklar;Hybrid;40;Våtmark (V) - Stor betydelse;NA;
264970;98321;Dactylorhiza maculata subsp. maculata × majalis var. cambrensis;Jungfru Marie nycklar × fläckiga strandnycklar;Hybrid;0;;NA;
264971;98322;Dactylorhiza maculata subsp. maculata × majalis var. pulchella;Jungfru Marie nycklar × äkta strandnycklar;Hybrid;0;;NA;
219797;98324;Epipactis atrorubens;purpurknipprot;Art;7001;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse;LC;
6040118;98325;Epipactis atrorubens subsp. atrorubens;äkta purpurknipprot;Underart;116;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse;NE;
6040119;98326;Epipactis atrorubens subsp. triploidea;östersjöknipprot;Underart;28;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse;NE;
219798;98327;Epipactis helleborine;skogsknipprot;Art;14966;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse;LC;
223609;98328;Epipactis helleborine subsp. helleborine;vanlig skogsknipprot;Underart;643;Skog (S) - Stor betydelse;NE;
264974;98329;Epipactis helleborine subsp. neerlandica;;Underart;0;;NA;
264975;98330;Epipactis helleborine var. neerlandica;dynknipprot;Varietet;0;;NA;
264976;98331;Epipactis helleborine var. renzii;skagenknipprot;Varietet;0;;NA;
6031492;98332;Epipactis helleborine subsp. orbicularis;tallknipprot;Underart;286;Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse;NE;
264972;98333;Epipactis leptochila;grön knipprot;Art;0;;NA;
219799;98334;Epipactis palustris;kärrknipprot;Art;17597;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
619;98335;Epipactis phyllanthes;kal knipprot;Art;3;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse;EN;C1+2a(i)
6031493;98336;Epipactis phyllanthes subsp. arenaria;sandknipprot;Underart;0;Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse;NE;
6031495;98337;Epipactis phyllanthes subsp. confusa;dansk knipprot;Underart;0;Skog (S) - Stor betydelse;NE;
6031494;98338;Epipactis phyllanthes subsp. pendula;engelsk knipprot;Underart;0;Skog (S) - Stor betydelse;NE;
264973;98339;Epipactis purpurata;mångblommig knipprot;Art;0;;NA;
264309;98340;Epipactis atrorubens × helleborine;purpurknipprot × skogsknipprot;Hybrid;12;Skog (S) - Stor betydelse;NA;
223607;98341;Epipactis atrorubens × palustris;purpurknipprot × kärrknipprot;Hybrid;1;Våtmark (V) - Stor betydelse;NA;
223608;98342;Epipactis atrorubens × phyllanthes;purpurknipprot × kal knipprot;Hybrid;0;Skog (S) - Stor betydelse;NA;
264310;98343;Epipactis helleborine × phyllanthes;skogsknipprot × kal knipprot;Hybrid;0;Skog (S) - Stor betydelse;NA;
264977;98344;Epipactis helleborine × purpurata;skogsknipprot × mångblommig knipprot;Hybrid;0;;NA;
264978;98345;Epipactis leptochila × phyllanthes;grön knipprot × kal knipprot;Hybrid;0;;NA;
620;98347;Epipogium aphyllum;skogsfru;Art;1940;Skog (S) - Stor betydelse;NT;"A2b; C2a(i)"
220787;98349;Goodyera repens;knärot;Art;95563;Skog (S) - Stor betydelse;VU;A2bc+4abc
219811;98351;Gymnadenia conopsea;brudsporre;Art;21145;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
223614;98352;Gymnadenia conopsea subsp. conopsea;vanlig brudsporre;Underart;3310;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NE;
741;98353;Gymnadenia conopsea subsp. densiflora;praktsporre;Underart;1268;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NE;
1085;98354;Gymnadenia nigra;brunkulla;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;EN;A2ab
742;98355;Gymnadenia odoratissima;luktsporre;Art;2023;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;"B2ab(iii,v); C2a(i)"
743;98356;Gymnadenia runei;brudkulla;Art;0;Fjäll (F) - Stor betydelse;NT;D2
223610;98357;Gymnadenia conopsea × odoratissima;brudsporre × luktsporre;Hybrid;5;Våtmark (V) - Stor betydelse;NA;
222495;98359;Hammarbya paludosa;myggblomster;Art;4720;Våtmark (V) - Stor betydelse;LC;
770;98361;Herminium monorchis;honungsblomster;Art;6788;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;A2b
980;98363;Liparis loeselii;gulyxne;Art;9175;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;A3c
1056;98366;Malaxis monophyllos;knottblomster;Art;1881;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;"B2ab(i,ii,iii,v); C2a(i)"
221119;98368;Neotinea ustulata;krutbrännare;Art;4124;Jordbrukslandskap (J) - Stor betydelse;LC;
221952;98370;Neottia cordata;spindelblomster;Art;21224;Skog (S) - Stor betydelse;LC;
219862;98371;Neottia nidus-avis;nästrot;Art;9706;Skog (S) - Stor betydelse;LC;
219847;98372;Neottia ovata;tvåblad;Art;22985;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
264979;98374;Ophrys apifera;biblomster;Art;1;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NA;
222118;98375;Ophrys insectifera;flugblomster;Art;6421;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
219864;98377;Orchis mascula;Sankt Pers nycklar;Art;11825;Jordbrukslandskap (J) - Stor betydelse;LC;
219865;98378;Orchis militaris;johannesnycklar;Art;4400;Jordbrukslandskap (J) - Stor betydelse;LC;
264980;98379;Orchis purpurea;stornycklar;Art;0;;NA;
1122;98380;Orchis spitzelii;alpnycklar;Art;7;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;C1
223618;98381;Orchis mascula × spitzelii;Sankt Pers nycklar × alpnycklar;Hybrid;0;Jordbrukslandskap (J) - Stor betydelse;NA;
219874;98383;Platanthera bifolia;nattviol;Art;32531;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
223619;98384;Platanthera bifolia subsp. bifolia;ängsnattviol;Underart;3775;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;NT;A2bc
223621;98385;Platanthera bifolia subsp. latiflora;skogsnattviol;Underart;2548;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;LC;
219875;98386;Platanthera chlorantha;grönvit nattviol;Art;21191;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
6002735;98387;Platanthera clavellata;;Art;1;Urban miljö (U) - Stor betydelse;NA;
264982;98388;Platanthera hyperborea;grönlandsyxne;Art;0;;NA;
1248;98389;Platanthera obtusata;lappfela;Art;0;Fjäll (F) - Stor betydelse;EN;D
223622;98390;Platanthera obtusata subsp. oligantha;lappfela;Underart;0;Fjäll (F) - Stor betydelse;NE;
6010645;98391;Platanthera bifolia × chlorantha;nattviol × grönvit nattviol;Hybrid;85;Jordbrukslandskap (J) - Stor betydelse;NA;
223620;98392;Platanthera bifolia subsp. bifolia × chlorantha;ängsnattviol × grönvit nattviol;Hybrid;47;Jordbrukslandskap (J) - Stor betydelse;NA;
264981;98393;Platanthera bifolia subsp. latiflora × chlorantha;skogsnattviol × grönvit nattviol;Hybrid;6;;NA;
975;98395;Pseudorchis albida;vityxne;Art;5;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;C2a(i)
219882;98396;Pseudorchis straminea;fjällyxne;Art;1406;Fjäll (F) - Stor betydelse;LC;
264983;98398;Spiranthes sinensis;;Art;0;;NA;
219894;98399;Spiranthes spiralis;skruvax;Art;119;Jordbrukslandskap (J) - Stor betydelse;NA;
223617;98400;Anacamptis morio × Orchis mascula;göknycklar × Sankt Pers nycklar;Hybrid;1;Jordbrukslandskap (J) - Stor betydelse;NA;
6010637;98401;Coeloglossum viride × Dactylorhiza maculata;grönkulla × fläcknycklar;Hybrid;3;Jordbrukslandskap (J) - Stor betydelse;NA;
223596;98402;Coeloglossum viride × Dactylorhiza maculata subsp. fuchsii;grönkulla × skogsnycklar;Hybrid;1;Jordbrukslandskap (J) - Stor betydelse;NA;
223602;98403;Coeloglossum viride × Dactylorhiza maculata subsp. maculata;grönkulla × Jungfru Marie nycklar;Hybrid;1;Jordbrukslandskap (J) - Stor betydelse;NA;
264957;98404;Coeloglossum viride × Dactylorhiza majalis subsp. lapponica;grönkulla × sumpnycklar;Hybrid;0;;NA;
223606;98405;Coeloglossum viride × Platanthera chlorantha;grönkulla × grönvit nattviol;Hybrid;1;Jordbrukslandskap (J) - Stor betydelse;NA;
223573;98406;Dactylorhiza incarnata var. cruenta × Gymnadenia conopsea;blodnycklar × brudsporre;Hybrid;2;Våtmark (V) - Stor betydelse;NA;
223579;98407;Dactylorhiza incarnata var. incarnata × Gymnadenia conopsea;äkta ängsnycklar × brudsporre;Hybrid;3;Våtmark (V) - Stor betydelse;NA;
6010638;98408;Dactylorhiza incarnata × Gymnadenia conopsea;ängsnycklar × brudsporre;Hybrid;4;Våtmark (V) - Stor betydelse;NA;
6010642;98409;Dactylorhiza maculata × Gymnadenia conopsea;fläcknycklar × brudsporre;Hybrid;10;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NA;
223592;98410;Dactylorhiza maculata subsp. fuchsii × Gymnadenia conopsea;skogsnycklar × brudsporre;Hybrid;3;Våtmark (V) - Stor betydelse;NA;
223593;98411;Dactylorhiza maculata subsp. fuchsii × Gymnadenia odoratissima;skogsnycklar × luktsporre;Hybrid;0;Våtmark (V) - Stor betydelse;NA;
223598;98412;Dactylorhiza maculata subsp. maculata × Gymnadenia conopsea;Jungfru Marie nycklar × brudsporre;Hybrid;7;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NA;
223587;98413;Dactylorhiza majalis subsp. lapponica × Gymnadenia conopsea;sumpnycklar × brudsporre;Hybrid;3;Våtmark (V) - Stor betydelse;NA;
223611;98414;Gymnadenia conopsea × Platanthera bifolia;brudsporre × nattviol;Hybrid;0;Jordbrukslandskap (J) - Stor betydelse;NA;
